"","3","6","12","24","36","60","84","120"
"Factor.1",-0.751661311377116,-0.754744435695214,-0.765514673751788,-0.789992919349235,-0.806799845842451,-0.835842027429114,-0.851558661896369,-0.872179504911596
"Factor.2",0.236744816461585,0.235675890274842,0.240801148749544,0.248805268412313,0.250184114476277,0.246417713783257,0.240857606951273,0.233451207201286
"Factor.3",-0.73837434647267,-0.740068972662018,-0.752709579736287,-0.777909608073775,-0.792233339435651,-0.81195765781522,-0.818616499717394,-0.820234345390876
"Factor.4",0.275632324441513,0.274990749567107,0.268690589185088,0.246215558359317,0.230380699534783,0.199160825827096,0.176077189197253,0.154453421522534
"Factor.5",0.298543993187976,0.299523168516878,0.300235737772734,0.285794370934961,0.279399375255591,0.264363185864873,0.265177105474682,0.260440505835562
"Factor.6",-0.309790194697112,-0.3050921383282,-0.299465820321024,-0.305285039365476,-0.306262344384891,-0.306806086776167,-0.29467163063433,-0.271215742339672
"Factor.7",-0.117463196115035,-0.112142509016689,-0.10996278949987,-0.108073664514921,-0.105451373719454,-0.0995726443770127,-0.0924550170777551,-0.0910166547924421
"Factor.8",0.106664338355312,0.105133602327478,0.102131162397045,0.0805666392612108,0.06205992829181,0.0241845692835071,-0.000636417314836927,-0.0251565291043875
"Factor.9",0.314853151632138,0.312598593204312,0.289877871264873,0.246442227161203,0.219756846105009,0.177542752163066,0.1493916840438,0.128892160082108
"Factor.10",-0.107122014570683,-0.0987949451981035,-0.0897821069646983,-0.0870730845770786,-0.0876190241687007,-0.092664897746655,-0.0943098726541221,-0.104782045201936
